blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,methodId,functionName,confirmations,value_token
25188893,2026-05-27 19:55:11,0x11e969394feaca0ce1fe3ca1e9220b67e969f585e00f677be79ab1bf3f66c6d7,31756,0x3aaaf5fa1fcc65dea6d8c7ff306337062fac35929ea05eb60dd757aa2d4c54be,0x700e0841ce0892969d2f9cf523c6298b3ef056a6,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xbe3eeef4a2690d3e11bb399d5010424c75c895b0,13870669970000000000000000,Pepe,PEPE,18,25,65626,2171997678,43374,3922735,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4502,13870669.97
25188889,2026-05-27 19:54:23,0xe590e0846d5aa5508554917301d1d498c9ed82a3e52778e2fc9a7ba04766c1c0,91058,0x342363a02734398dca7c938d5d4bd00c0ce735627eb300d07a88208f4e044ebe,0xd4d2960e1e58a597723ae021cc811193f79153b1,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x430167f7714a0b0665564f8baec0e4a77486834c,118888152251500000000000000,Pepe,PEPE,18,135,500000,220000000,43386,24527414,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4506,118888152.25150001
25188871,2026-05-27 19:50:47,0xc433bc52e0d2adc4f7071d80ec2bec2d520563de669b9ceb26a5ae2b53caecf9,2,0x23ca130f28933fd402b3f17000ea74a890f279e5c633127aa0ff713378d0d5ee,0x7dc439267c908094482b59d0bac84a07f8ccfff2,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x9ac8adced91ab7b40ba64c9b1e71e751e1c31ecf,278672457373730027630690,Pepe,PEPE,18,33,65644,2187422017,43386,14404315,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4524,278672.45737373
25188869,2026-05-27 19:50:23,0x219dff6f65b587dbf660448d49992ebf2c96bf4d6017836f646ee2199de0b2a0,47843,0x6c9ec76769eba374bce371c6121f53381eedaa854860fde3f8df16958e660ed1,0xefef30bd1cca520619306c95091ab18473febc5c,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xdbbff2f68b35733346d60918d9574f8890a9aab3,9013229256800000000000000,Pepe,PEPE,18,35,90000,2166835942,60474,4269333,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4526,9013229.2568
25188864,2026-05-27 19:49:23,0x01708b95c5e9aa125b310f8a1eafb27de6aa8361a8c98650f54aa8fd0acbbc11,28,0xbb8ba4ac6d97f87871be6c38fe1d9f916188e43488ff16a6d7986db7c9eee61e,0xa75004c1a53364a5d44bc09da7bcb3e22b43853b,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xd12fe46db31df26f7327f713045be78b0122e4af,3903720676336770212765957,Pepe,PEPE,18,30,91135,2151236559,55698,2866957,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4531,3903720.6763367704
25188858,2026-05-27 19:48:11,0xbdd29cad81cf3f52629421ab6ca32da58c36e3e1bcd3c79f9d1cf6379736eb37,1,0x0c61d91e09be686d2b15d56b112e47783c1ad12b21a9ba0c81b281f8fca584e9,0x7dc439267c908094482b59d0bac84a07f8ccfff2,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xe6a843961174b1d66c439374adf83f94a472acb4,1114689829494920110522758,Pepe,PEPE,18,29,65644,2156167580,43386,6520042,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4537,1114689.82949492
25188856,2026-05-27 19:47:47,0x49d735eb3ae6d7b241345f5c60048fcce7e06ab7ddc0b7cf5cb7319c48de422a,0,0x870f92c280a83a0f317a27525674ffe2213ad1be6d1f0741bb76593343dd655e,0x17446b3df7ee2b07a7a6d2003c0fef4f1bf47425,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x58edf78281334335effa23101bbe3371b6a36a51,92471428221000000000000000,Pepe,PEPE,18,132,80000,178272572,38586,11070728,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4539,92471428.221
25188851,2026-05-27 19:46:47,0xd0b00c3cb9cdf756b7462ec05b42a13f4d9a63f751973418cf648d02b38687ae,0,0xfad0621bbd4539a2c74e800bf5cb7a257f066ddd4114ff810fba3fcb75ea584a,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x7dc439267c908094482b59d0bac84a07f8ccfff2,1486253105993226814030345,Pepe,PEPE,18,4,398786,2187139299,283668,1221911,deprecated,0x5f575529,"swap(string aggregatorId, address tokenFrom, uint256 amount, bytes data)",4544,1486253.1059932269
25188851,2026-05-27 19:46:47,0xd0b00c3cb9cdf756b7462ec05b42a13f4d9a63f751973418cf648d02b38687ae,0,0xfad0621bbd4539a2c74e800bf5cb7a257f066ddd4114ff810fba3fcb75ea584a,0x5e1f62dac767b0491e3ce72469c217365d5b48cc,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x74de5d4fcbf63e00296fd95d33236b9794016631,1486253105993226814030345,Pepe,PEPE,18,4,398786,2187139299,283668,1221911,deprecated,0x5f575529,"swap(string aggregatorId, address tokenFrom, uint256 amount, bytes data)",4544,1486253.1059932269
25188851,2026-05-27 19:46:47,0xd0b00c3cb9cdf756b7462ec05b42a13f4d9a63f751973418cf648d02b38687ae,0,0xfad0621bbd4539a2c74e800bf5cb7a257f066ddd4114ff810fba3fcb75ea584a,0x000000000004444c5dc75cb358380d2e3de08a90,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x5e1f62dac767b0491e3ce72469c217365d5b48cc,1486253105993226814030345,Pepe,PEPE,18,4,398786,2187139299,283668,1221911,deprecated,0x5f575529,"swap(string aggregatorId, address tokenFrom, uint256 amount, bytes data)",4544,1486253.1059932269
25188840,2026-05-27 19:44:35,0x800bb49818a3739d7f59cdaff42e4bc70e5a83cf938f9467cc95ad3718b8e029,91055,0x55ca1cbbddfc7193ee9e21f7d583e7e9b63127a5359f6e4b49d69f82e359ef8b,0xd4d2960e1e58a597723ae021cc811193f79153b1,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xab4a970f49d992e688f074fed8d4fa9a469cbbe6,1393624800742740000000000,Pepe,PEPE,18,111,500000,220000000,60486,16504860,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4555,1393624.8007427398
25188829,2026-05-27 19:42:23,0x8069e0c7e2c9052d06e28440e61242420647fedad78a63ae7eba69c2f9e9a76c,91053,0xff384f02f96eb7e6a8f92adb9b32bc3834fa80999d3871020f135820e9fcbe5b,0xd4d2960e1e58a597723ae021cc811193f79153b1,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x430167f7714a0b0665564f8baec0e4a77486834c,1000000000000000000000000,Pepe,PEPE,18,106,500000,220000000,60450,13270945,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4566,1000000.0
25188827,2026-05-27 19:41:59,0xe81b66b996083684696e75d6e44edd5382f3e46304ff04724a4f126e0db5f1b4,342264,0x4db5d53b54150066b8b1a4c6930efc0d77d6b08f4d2348330208d6a09a8ea18b,0x06fd4ba7973a0d39a91734bbc35bc2bcaa99e3b0,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x28c6c06298d514db089934071355e5743bf21d60,7998241444544537000000000000,Pepe,PEPE,18,33,52186,368854863,38598,3259698,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4568,7998241444.544537
25188819,2026-05-27 19:40:23,0xea509a7c59453db71bb6dd1eddc741d8f462f61c22c6394555a8d654bdd65612,34512,0x73fd0331546084ad3107e3303b6eb5f8680cb59156bf6cef9e95e6e8509559cc,0xde0e4baa56149d7d0fb0cc94e2c82a0fc3387d6c,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xefef30bd1cca520619306c95091ab18473febc5c,7999600000000000000000000000,Pepe,PEPE,18,9,90000,2188890742,38574,511166,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4576,7999600000.0
25188817,2026-05-27 19:39:59,0x6ea65cddf5e5eb2480d677876c2a731506aac0f4567935bc3ceac63a21d9d6fe,107043,0x694558616edd3b97d02f7223b0468aec71bace2ea9709310fe4e91222134f5d0,0xf6d4e5a7c5215f91f59a95065190cca24bf64554,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xce8dde3486d657483e9d8a6a12319e30aca82617,2128844000000000000000000,Pepe,PEPE,18,186,183891,198085991,60474,21229205,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4578,2128844.0
25188810,2026-05-27 19:38:35,0xc0cb59b1e67ea37124d89b898420ce5fdd4c110e50f8249f30c8ed756d00296f,1419011,0x0ce89a5f56bd2df6fda5f6f89a63331c8f91668d16457502fa2156ac72fbd9a3,0xdd3d72c53ff982ff59853da71158bf1538b3ceee,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xd2f1d3836788257708d46a8d880b25d591ebfad6,5830922857603470000000000,Pepe,PEPE,18,57,70000,1000000000,43386,16143405,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4585,5830922.85760347
25188810,2026-05-27 19:38:35,0x4e2a5c317b0b3d5b83e4976b66806c26a86278add6150bf3cd80433a809601da,47840,0x0ce89a5f56bd2df6fda5f6f89a63331c8f91668d16457502fa2156ac72fbd9a3,0xefef30bd1cca520619306c95091ab18473febc5c,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x06fd4ba7973a0d39a91734bbc35bc2bcaa99e3b0,3999121444544537000000000000,Pepe,PEPE,18,40,90000,2184564395,43398,13669973,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4585,3999121444.544537
25188805,2026-05-27 19:37:35,0x363264b7057f5d92d070cc6271cb9d5bde8c22cb0460974649327ee59d01f3fd,1887,0x5094ea6af3f232c57480d0555da1917c9d41dc97eea3453e88fa5b9d0a18a728,0x708e7bad92dcd97e0ff875864c90e7b63fc1f457,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x5bdf85216ec1e38d6458c870992a69e38e03f7ef,3584256769999800000000000000,Pepe,PEPE,18,297,48152,183765951,43398,33091195,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4590,3584256769.9997997
25188792,2026-05-27 19:34:59,0xf1d666c09131f3dd1df8dcc47d8e3e36a95ecd84fdc1481dafec09708d39dd7e,153,0x2c990fc005f2e8d6c1d710db110444a0449e4f82d32362af51af1ba388909a3b,0x4c3ccc98c01103be72bcfd29e1d2454c98d1a6e3,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x67336cec42645f55059eff241cb02ea5cc52ff86,27558141394954843082172702,Pepe,PEPE,18,80,460065,293651849,231131,8634348,deprecated,0x07ed2379,"swap(address executor,tuple desc,bytes data)",4603,27558141.394954845
25188792,2026-05-27 19:34:59,0xf1d666c09131f3dd1df8dcc47d8e3e36a95ecd84fdc1481dafec09708d39dd7e,153,0x2c990fc005f2e8d6c1d710db110444a0449e4f82d32362af51af1ba388909a3b,0x4c3ccc98c01103be72bcfd29e1d2454c98d1a6e3,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,69068023546252739554317,Pepe,PEPE,18,80,460065,293651849,231131,8634348,deprecated,0x07ed2379,"swap(address executor,tuple desc,bytes data)",4603,69068.02354625273
25188792,2026-05-27 19:34:59,0xf1d666c09131f3dd1df8dcc47d8e3e36a95ecd84fdc1481dafec09708d39dd7e,153,0x2c990fc005f2e8d6c1d710db110444a0449e4f82d32362af51af1ba388909a3b,0x4595ff6f1da7c3dc9be95505dbfd27f064b20139,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x4c3ccc98c01103be72bcfd29e1d2454c98d1a6e3,27627209418501095821727019,Pepe,PEPE,18,80,460065,293651849,231131,8634348,deprecated,0x07ed2379,"swap(address executor,tuple desc,bytes data)",4603,27627209.418501094
25188789,2026-05-27 19:34:23,0x4183c8bebd879bb4ab6e02851c312b97f8740c62fe4f15b84f2cd4fe59dc3921,75120,0x674cfef14c178935029f1333960b819287a9872b0a416b1d092431e5eb1d4717,0x5e19fbe277c33acd292e3c47d4f2d5a6561b3902,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x708e7bad92dcd97e0ff875864c90e7b63fc1f457,3999800000000000000,Pepe,PEPE,18,100,1252286,194990511,620621,6328616,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4606,3.9998
25188788,2026-05-27 19:34:11,0x6f70fe44aea74a0edca16b53c5572777b3806803430f7c6e2af076ed3c90fc18,160,0x9ff5a1861f528272d62e262c6c88a98ad1411853ed907ce8038089c8903c5dcd,0x4c3ccc98c01103be72bcfd29e1d2454c98d1a6e3,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x67336cec42645f55059eff241cb02ea5cc52ff86,147019680602287963271775220,Pepe,PEPE,18,2,620232,198733903,351264,1111020,deprecated,0xe1fcde8e,"startViaRubic(address[] tokens,uint256[] amounts,bytes facetCallData)",4607,147019680.60228795
25188788,2026-05-27 19:34:11,0x6f70fe44aea74a0edca16b53c5572777b3806803430f7c6e2af076ed3c90fc18,160,0x9ff5a1861f528272d62e262c6c88a98ad1411853ed907ce8038089c8903c5dcd,0x4c3ccc98c01103be72bcfd29e1d2454c98d1a6e3,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,147166847449737700972747,Pepe,PEPE,18,2,620232,198733903,351264,1111020,deprecated,0xe1fcde8e,"startViaRubic(address[] tokens,uint256[] amounts,bytes facetCallData)",4607,147166.8474497377
25188788,2026-05-27 19:34:11,0x6f70fe44aea74a0edca16b53c5572777b3806803430f7c6e2af076ed3c90fc18,160,0x9ff5a1861f528272d62e262c6c88a98ad1411853ed907ce8038089c8903c5dcd,0x6aa981bff95edfea36bdae98c26b274ffcafe8d3,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x4c3ccc98c01103be72bcfd29e1d2454c98d1a6e3,147166847449737700972747967,Pepe,PEPE,18,2,620232,198733903,351264,1111020,deprecated,0xe1fcde8e,"startViaRubic(address[] tokens,uint256[] amounts,bytes facetCallData)",4607,147166847.4497377
25188788,2026-05-27 19:34:11,0x6f70fe44aea74a0edca16b53c5572777b3806803430f7c6e2af076ed3c90fc18,160,0x9ff5a1861f528272d62e262c6c88a98ad1411853ed907ce8038089c8903c5dcd,0x6aa981bff95edfea36bdae98c26b274ffcafe8d3,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x60745f5a9742fe905bbde2f57808416edf2b8696,1196478434550713016038601,Pepe,PEPE,18,2,620232,198733903,351264,1111020,deprecated,0xe1fcde8e,"startViaRubic(address[] tokens,uint256[] amounts,bytes facetCallData)",4607,1196478.434550713
25188788,2026-05-27 19:34:11,0x6f70fe44aea74a0edca16b53c5572777b3806803430f7c6e2af076ed3c90fc18,160,0x9ff5a1861f528272d62e262c6c88a98ad1411853ed907ce8038089c8903c5dcd,0x6aa981bff95edfea36bdae98c26b274ffcafe8d3,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xa21636070280298e1bde98dd9f190d2d53e3c638,1196478434550713016038601,Pepe,PEPE,18,2,620232,198733903,351264,1111020,deprecated,0xe1fcde8e,"startViaRubic(address[] tokens,uint256[] amounts,bytes facetCallData)",4607,1196478.434550713
25188788,2026-05-27 19:34:11,0x6f70fe44aea74a0edca16b53c5572777b3806803430f7c6e2af076ed3c90fc18,160,0x9ff5a1861f528272d62e262c6c88a98ad1411853ed907ce8038089c8903c5dcd,0xde007619c4c381a956d2a96a22a0fe1d36d31912,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x6aa981bff95edfea36bdae98c26b274ffcafe8d3,149559804318839127004825169,Pepe,PEPE,18,2,620232,198733903,351264,1111020,deprecated,0xe1fcde8e,"startViaRubic(address[] tokens,uint256[] amounts,bytes facetCallData)",4607,149559804.31883913
25188784,2026-05-27 19:33:23,0xfcd4aab3dcb737fcc4ad0af142b8bcba4a5f470b8e03c4a20a07f4d86e72a90e,3,0x8a6060b3ccd6b6694e028025d632b05512f1f57690b4111935cc9d48df42fb11,0x0339f21de3fd0e401b403bd915ae5ece849656ab,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xf06e79ed0e5126be2536dc49eba898a237cbe94d,128745958181370390000000000,Pepe,PEPE,18,143,91117,1235620061,55686,15010460,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4611,128745958.18137039
25188784,2026-05-27 19:33:23,0x518c9e5348199359a5263ed2d13655288af20b6847de69d17a65348a4eb0348e,3396239,0x8a6060b3ccd6b6694e028025d632b05512f1f57690b4111935cc9d48df42fb11,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x6d5c7bcb792e3353a428f1627a9496efa945da0f,2300673578803850000000000,Pepe,PEPE,18,71,2000000,1000000000,517143,5392561,deprecated,0xca350aa6,,4611,2300673.57880385
25188778,2026-05-27 19:32:11,0x2444776e4924bc27e605534f56f44a10808f6bddee75a4ba2d2a891e1ad952b8,1253,0x7d2846b875c3fddbd38099b92f894832fd5a039c1b493b9e84c9e21294eb018f,0x5e196d6069946ef6af2c48f1f9c8f62248d53902,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x708e7bad92dcd97e0ff875864c90e7b63fc1f457,3584256766000000000000000000,Pepe,PEPE,18,20,200000,3202324706,43386,5480217,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4617,3584256765.9999995
25188775,2026-05-27 19:31:35,0x06088e4af6c1aa49a7263efb9645703b3e7b57206ad37fa7d77f712b9375072a,170680,0x072e5913272cdd96752d872d53fd864694fff4ab7d30c90bd69c066cdc92ab40,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xc4fbc7559f6df551ff3a62805802fa0bbaa6b935,510798944102337131910245,Pepe,PEPE,18,65,446194,314928762,295420,10479642,deprecated,0x0a2b8f36,,4620,510798.9441023371
25188775,2026-05-27 19:31:35,0x06088e4af6c1aa49a7263efb9645703b3e7b57206ad37fa7d77f712b9375072a,170680,0x072e5913272cdd96752d872d53fd864694fff4ab7d30c90bd69c066cdc92ab40,0x7f54f05635d15cde17a49502fedb9d1803a3be8a,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,510798944102337131910245,Pepe,PEPE,18,65,446194,314928762,295420,10479642,deprecated,0x0a2b8f36,,4620,510798.9441023371
25188775,2026-05-27 19:31:35,0x06088e4af6c1aa49a7263efb9645703b3e7b57206ad37fa7d77f712b9375072a,170680,0x072e5913272cdd96752d872d53fd864694fff4ab7d30c90bd69c066cdc92ab40,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x7f54f05635d15cde17a49502fedb9d1803a3be8a,510798944102337088597669,Pepe,PEPE,18,65,446194,314928762,295420,10479642,deprecated,0x0a2b8f36,,4620,510798.9441023371
25188768,2026-05-27 19:30:11,0x561d73a85e60a5ed5220475d8d7acc25c8de1c537e7625734099e56cfa3087d3,170264,0xca42cf0a252cbe6236101ef1eb43d2bf9e72c46c7fa86739123c4f2b6f2453b4,0xfe9529b753b412941127fea1981e5ce0a85c101e,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x28c6c06298d514db089934071355e5743bf21d60,3999800000000000000000000000,Pepe,PEPE,18,88,52156,400412094,38574,5633360,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4627,3999800000.0
25188759,2026-05-27 19:28:23,0x7925435f3c938c480694ced7781062590530d4e8ad14627f7f63218bbc3a0df3,77229,0xb9abcbfe76f13f0205eef933878ae396f4576d05450be47702c7ff15de924bdd,0x11950d141ecb863f01007add7d1a342041227b58,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x51c72848c68a965f66fa7a88855f9f7784502a7f,127930577115123545368204066,Pepe,PEPE,18,13,198679,175710994,132513,2170012,deprecated,0x771d503f,,4636,127930577.11512356
25188759,2026-05-27 19:28:23,0x94d6e5610ca4c60d91b52ef8271a204c095e381bfb5b785942a860ebffcf3bc7,68364,0xb9abcbfe76f13f0205eef933878ae396f4576d05450be47702c7ff15de924bdd,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x51c72848c68a965f66fa7a88855f9f7784502a7f,665386338667166665241788416,Pepe,PEPE,18,12,171388,175710994,114319,2037499,deprecated,0xa1c20303,,4636,665386338.6671667
25188755,2026-05-27 19:27:35,0x6c21e88e29e6698972170912537248927399e122bbb5321d05a25a5e4527cac2,164,0xde4eb2b5963d69ffae7fd41715e98574487e6dcfb43f41099c4bfca058524123,0x9164fac423074db84d3f451ec3c7637e255bde53,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,1288254999999999972999168,Pepe,PEPE,18,221,250810,179244623,199931,21454129,deprecated,0xe21fd0e9,swap(tuple execution),4640,1288255.0
25188753,2026-05-27 19:27:11,0x97c91f5129a83aefa9fe12b99178b5e5bd2463b552da194f7eb13cf90b71f1b4,3069163,0xbc7f9903160af096b35dfbbb68add0b168f1ac554f5e93871533bc31731d94d1,0x9642b23ed1e01df1092b92641051881a322f5d4e,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x9164fac423074db84d3f451ec3c7637e255bde53,1288254999999999972999168,Pepe,PEPE,18,9,2000000,1414893630,210005,1594282,deprecated,0x6b13fcb1,batchTransfer(tuple[] txs),4642,1288255.0
25188750,2026-05-27 19:26:35,0xb7327361d0e088bf2d735db1695885795d2a64f660a67bab053d767be5ed4f36,199090,0xc571bbb353e7913c994a8e3f7ddd58704f0ace5cc7c5158c476eabeaa26c6d54,0x717c84aaf99e17928d8c10277f444ecfe34f679b,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xfe95d74ff663bf0072b61605ed1dc643b998101e,0,Pepe,PEPE,18,272,8000000,173440502,523221,32636376,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4645,0.0
25188750,2026-05-27 19:26:35,0x8aea718b92edb109294b32152781aa52ccd4abf9bc5ce7eb98f506dd6990835f,1,0xc571bbb353e7913c994a8e3f7ddd58704f0ace5cc7c5158c476eabeaa26c6d54,0xb9e729d33fa7afcd022749d410dc7bd1ad680966,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xb01007916cf90c1610e7429eaee53b2c0a4588a8,4679336475830000000000000,Pepe,PEPE,18,59,52171,187538553,38586,9282803,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4645,4679336.47583
25188748,2026-05-27 19:26:11,0xd3f84ad6ad415926f7836dbfc2dfa9d995e1a553471f921435d7e9ed8194db88,221592,0x2e85b7a4ec87c80bf741076c7b9327aa09475226da25228f38db02d923c9b792,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x28c6c06298d514db089934071355e5743bf21d60,8036388626000000000000000000,Pepe,PEPE,18,97,52172,387103601,38586,14763475,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4647,8036388626.000001
25188746,2026-05-27 19:25:47,0x6e7287bae33ecd9f2ce6e308b40d3e73ce909f96458a2a1b94823aa7405f4a97,47836,0x15ce8df774832d412b0348f6c0adf2ca13774b8b620a1a6fb584975cafaa058e,0xefef30bd1cca520619306c95091ab18473febc5c,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x17446b3df7ee2b07a7a6d2003c0fef4f1bf47425,92471428221000000000000000,Pepe,PEPE,18,23,90000,2186991491,60474,3968555,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4649,92471428.221
25188742,2026-05-27 19:24:59,0x426e96468478cd8d996a0afaf70c498083efae6dd317ed7cff4d2513d6855661,47757,0xbb458f1f1d78ea6055723c8c7830f3cb9e077095349a46f015d35567607fbe73,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x51c72848c68a965f66fa7a88855f9f7784502a7f,483833621495898585222348800,Pepe,PEPE,18,5,171406,198996665,114331,816094,deprecated,0xa1c20303,,4653,483833621.4958986
25188740,2026-05-27 19:24:35,0xecec3fa71f2edef45037b789d25a487df97b97e2659c207596cac02022b4b4ec,47835,0xb798dad5bac3e03a5de99d511204dc95d3cd27e06ee59b4269f25c51437a8a4d,0xefef30bd1cca520619306c95091ab18473febc5c,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x06fd4ba7973a0d39a91734bbc35bc2bcaa99e3b0,3999120000000000000000000000,Pepe,PEPE,18,37,90000,2187185338,60474,5794885,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4655,3999120000.0000005
25188739,2026-05-27 19:24:23,0xa0ae87404419f77d9c8e7882d73143772c83c1d9de50cc74aa51370929a380ee,30663,0xab752505ab597a63e60e500c0331c4725bc9d9193dea3089971cd44c360d1d83,0x11950d141ecb863f01007add7d1a342041227b58,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x51c72848c68a965f66fa7a88855f9f7784502a7f,220884466821884090266683516,Pepe,PEPE,18,11,198721,196815955,132541,1816605,deprecated,0x771d503f,,4656,220884466.82188407
25188739,2026-05-27 19:24:23,0x8922d00e92f005aea9484c1057451428a1d6687edf080ad7d79ca33b17dfdfb8,67123,0xab752505ab597a63e60e500c0331c4725bc9d9193dea3089971cd44c360d1d83,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x51c72848c68a965f66fa7a88855f9f7784502a7f,1817705114564574454568976384,Pepe,PEPE,18,1,157654,196815955,114319,361989,deprecated,0xa1c20303,,4656,1817705114.5645745
25188731,2026-05-27 19:22:47,0x22573573d162afcddb4e6928e76b90cc2737ef3074587efdab2e73078eda3fa3,290924,0xe74a11f702f2c9ada4f88757bb8485d1252574676817aa24b9a2888feff64775,0xb334a61a6209f14b5fa5f1684a4ed7621f66e1ef,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x774711fe771acc0452897d80b7467c1a25e4f126,171837148000000000000000000,Pepe,PEPE,18,239,80000,1181125000,60474,21797979,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4664,171837148.0
25188730,2026-05-27 19:22:35,0xd31f0f6b482fd410065e4ad55e24a666797a660c1bf4de7c2429cef8025a2c54,75103,0x3b390ae55e7e520e845dccc59667895ee5a2e2264c7a581f2b6079c4a7a3c5f5,0xfe95799165eba44d60de675fe876f4169189101e,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x717c84aaf99e17928d8c10277f444ecfe34f679b,3999800000000000000,Pepe,PEPE,18,159,1528600,203262319,754930,23451264,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4665,3.9998
25188727,2026-05-27 19:21:59,0x471d1df417bf1e0add09fdadb698028c8c8acb4e42e2b036e97ec3dd42aa4037,1196,0x7fba3ab902c0dc404366b646643b9356b07a0583539d586868564f39606170e5,0x717c84aaf99e17928d8c10277f444ecfe34f679b,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xfe9529b753b412941127fea1981e5ce0a85c101e,3999800000000000000000000000,Pepe,PEPE,18,19,200000,3208506146,60474,3846236,deprecated,0xa9059cbb,"transfer(address _to, uint256 _value)",4668,3999800000.0
